40.251288,19.897765
40.251186,19.897829
40.251094,19.897866
40.251084,19.897758
40.251055,19.897854
40.251013,19.897887
40.250899,19.898131
40.250876,19.898167
40.25074,19.898272
40.250698,19.898281
40.249844,19.898678
40.249582,19.898796
40.249543,19.898811
40.249454,19.898791
40.249371,19.898682
40.249292,19.898703
40.249214,19.898672
40.249172,19.898677
40.249014,19.898614
40.248397,19.897455
40.248372,19.897408
40.247116,19.895999
40.24717,19.895997
40.246939,19.895696
40.246914,19.895657
40.246793,19.895358
40.246772,19.89531
40.246712,19.895241
40.246676,19.895218
40.246114,19.895036
40.246077,19.895009
40.245048,19.894103
40.245021,19.894069
40.244993,19.894029
40.244937,19.893887
40.244909,19.893852
40.244339,19.893254
40.244305,19.893225
40.24422,19.893191
40.244178,19.893188
40.243792,19.893225
40.242943,19.893011
40.242865,19.892959
40.24269,19.892985
40.242654,19.893
40.24258,19.893054
40.242326,19.893136
40.242257,19.893199
40.242225,19.893236
40.24187,19.894208
40.241816,19.894286
40.24173,19.894289
40.241702,19.894245
40.241785,19.893913
40.241785,19.893862
40.241793,19.893755
40.241793,19.893698
40.241702,19.893463
40.241705,19.893346
40.241698,19.893286
40.241689,19.893239
40.241657,19.89314
40.241632,19.893102
40.241399,19.892968
40.24136,19.892933
40.241324,19.892924
40.241246,19.892951
40.240932,19.892933
40.240859,19.892979
40.240823,19.892992
40.240656,19.89298
40.240576,19.892941
40.240354,19.892988
40.240185,19.89318
40.240065,19.893213
40.240031,19.893254
40.238229,19.894683
40.238195,19.894737
40.238163,19.894773
40.238006,19.894859
40.237804,19.895222
40.237777,19.895264
40.237751,19.895296
40.237716,19.895327
40.237358,19.895429
40.237316,19.895429
40.237228,19.895415
40.237194,19.895436
40.237156,19.895429
40.236857,19.895657
40.236817,19.895697
40.236762,19.895778
40.236744,19.895823
40.236727,19.895943
40.236735,19.896102
40.236711,19.896204
40.236617,19.896325
40.236577,19.896343
40.236548,19.896377
40.236527,19.896477
